continent,Country,Name,Age,Fifa Score,Club,Value,Salary
Europe,France,R. Perraud,19,59,OGC Nice,300000.0,2000.0
Europe,France,V. Henry,23,59,Stade Brestois 29,210000.0,1000.0
Europe,Poland,M. Gorski,27,59,Korona Kielce,170000.0,2000.0
Europe,France,C. Quenum,24,59,Valenciennes FC,180000.0,1000.0
Europe,Austria,M. Huber,27,59,SKN St. Pölten,150000.0,2000.0
Europe,Austria,M. Entrup,19,59,SKN St. Pölten,220000.0,2000.0
Europe,Austria,P. Pentz,20,59,FK Austria Wien,160000.0,2000.0
Europe,Portugal,M. Vilhete,24,59,Barnet,200000.0,2000.0
Europe,Norway,H. Vetlesen,17,59,Stabæk Fotball,300000.0,1000.0
Europe,Germany,A. Canbaz,19,59,Eintracht Braunschweig,325000.0,2000.0
Asia,Saudi Arabia,R. Al Hafizi,21,59,Ohod Club,220000.0,2000.0
Europe,France,M. Nade,18,59,AS Saint-Étienne,220000.0,2000.0
Europe,Germany,H. Hyseni,24,59,SV Meppen,200000.0,2000.0
Europe,Germany,J. Schneider,23,59,FC St. Pauli,220000.0,3000.0
Europe,Poland,D. Gojko,19,59,Piast Gliwice,270000.0,1000.0
Europe,Germany,F. Ronstadt,19,59,Hamburger SV,200000.0,2000.0
South America,Argentina,J. Chicco,19,59,Boca Juniors,300000.0,2000.0
Europe,France,T. Cottes,19,59,Toulouse FC,230000.0,1000.0
Europe,Germany,F. Senninger,21,59,SV Meppen,200000.0,4000.0
South America,Colombia,J. Valencia,24,59,Águilas Doradas,160000.0,1000.0
Europe,Germany,J. Hoffmann,21,59,SG Sonnenhof Großaspach,240000.0,1000.0
Africa,Equatorial Guinea,J. Machin,20,59,Brescia,260000.0,6000.0
South America,Colombia,C. Rodriguez,21,59,Patriotas Boyacá FC,350000.0,1000.0
Europe,France,A. Pululu,18,59,FC Basel,325000.0,3000.0
Oceania,Australia,A. Parkhouse,24,59,Wellington Phoenix,180000.0,1000.0
Europe,Norway,J. Urke,26,59,Aalesunds FK,150000.0,1000.0
Europe,France,Y. Ndiaye,21,59,Bourg en Bresse Péronnas 01,200000.0,1000.0
Europe,Germany,J. Bitter,20,59,FC Schalke 04,220000.0,3000.0
Europe,Sweden,J. Morsay,19,59,GIF Sundsvall,240000.0,1000.0
Europe,Belgium,D. Lavalee,20,59,Standard de Liège,240000.0,2000.0
North America,Canada,B. Wright,22,59,New England Revolution,230000.0,1000.0
Europe,Belgium,A. Swolfs,19,59,KV Mechelen,230000.0,1000.0
Europe,Austria,I. Lucic,22,59,Bristol City,180000.0,4000.0
Europe,Poland,B. Smuczynski,21,59,Termalica Bruk-Bet Nieciecza,220000.0,1000.0
Europe,Spain,Obama,17,59,Atlético Madrid,300000.0,4000.0
North America,Mexico,A. Pena,21,59,Pachuca,240000.0,3000.0
Asia,Japan,W. Hashimoto,30,59,Vissel Kobe,110000.0,1000.0
Europe,France,S. Salles-Lamonge,21,59,Stade Rennais FC,240000.0,3000.0
Europe,Germany,J. Behounek,19,59,Hamburger SV,260000.0,2000.0
Europe,Germany,S. Zehnder,18,59,SV Darmstadt 98,325000.0,2000.0
Europe,Germany,K. Senkbeil,18,59,RB Leipzig,230000.0,4000.0
Europe,Italy,L. Del Pinto,27,59,Benevento Calcio,130000.0,4000.0
North America,Mexico,J. Godinez,20,59,Guadalajara,350000.0,6000.0
South America,Colombia,F. Roman,21,59,CD Los Millionarios Bogota,220000.0,1000.0
Europe,Germany,N. Gutjahr,24,59,SG Sonnenhof Großaspach,200000.0,1000.0
South America,Colombia,D. Moreno,21,59,Envigado FC,250000.0,1000.0
Europe,France,I. Cisse,20,59,Paris FC,220000.0,1000.0
Asia,Japan,K. Kitamoto,35,59,Vissel Kobe,40000.0,1000.0
Europe,France,J. Pendant,20,59,FC Sochaux-Montbéliard,210000.0,1000.0
Europe,France,N. Barthelemy,26,59,US Quevilly-Rouen,180000.0,1000.0
Europe,Germany,L. Tempelmann,18,59,SC Freiburg,325000.0,2000.0
South America,Argentina,M. Velazco,22,59,Arsenal de Sarandí,170000.0,2000.0
Europe,Denmark,T. Salquist,22,59,Silkeborg IF,240000.0,1000.0
Europe,France,S. Daham,21,59,FC Sochaux-Montbéliard,350000.0,1000.0
Asia,Japan,K. Sugiyama,32,59,Shimizu S-Pulse,90000.0,1000.0
Africa,Kenya,J. Ayunga,20,59,Galway United,280000.0,6000.0
Europe,France,S. Ribery,21,59,GFC Ajaccio,250000.0,1000.0
Europe,France,A. Gambetta,20,59,RC Strasbourg,220000.0,2000.0
Asia,Japan,Y. Kawai,27,59,Shimizu S-Pulse,160000.0,1000.0
South America,Argentina,F. Cambeses,20,59,Banfield,280000.0,1000.0
Asia,Saudi Arabia,A. Al Aryani,21,59,Al Ittihad,260000.0,5000.0
Asia,Saudi Arabia,A. Al Dawsari,19,59,Al Taawoun,300000.0,3000.0
Oceania,Australia,P. Skapetis,22,59,Brisbane Roar,230000.0,1000.0
South America,Argentina,C. Guanca,24,59,Colon de Santa Fe,200000.0,2000.0
Europe,Germany,A. Siebeck,23,59,Karlsruher SC,210000.0,1000.0
Europe,Spain,Madger Gomes,20,59,Leeds United,350000.0,4000.0
South America,Argentina,M. Gonzalez,20,59,Chacarita Juniors,240000.0,3000.0
Europe,France,D. Douline,24,59,Clermont Foot 63,210000.0,1000.0
Europe,Poland,K. Forenc,24,59,Zagłębie Lubin,140000.0,1000.0
Asia,Japan,J. Kinjo,20,59,Fortuna Düsseldorf,350000.0,3000.0
Europe,Norway,M. Berg Gjerstrm,20,59,Strømsgodset IF,280000.0,1000.0
Europe,Norway,J. Rnningen,26,59,Kristiansund BK,180000.0,1000.0
South America,Argentina,I. Gomez,20,59,Estudiantes de La Plata,270000.0,2000.0
Europe,Germany,T. Baumgart,19,59,Chemnitzer FC,270000.0,1000.0
Europe,Belgium,A. Bodart,19,59,Standard de Liège,230000.0,1000.0
Europe,Netherlands,J. Wehrmann,18,59,Feyenoord,325000.0,1000.0
South America,Colombia,J. Giraldo,19,59,Águilas Doradas,300000.0,1000.0
Europe,Denmark,J. Shaibu,19,59,Brentford,290000.0,4000.0
Europe,France,A. Gounet,28,59,US Quevilly-Rouen,130000.0,1000.0
Europe,Austria,M. Maranda,19,59,FC Admira Wacker Mödling,300000.0,1000.0
Europe,France,M. Talal,19,59,Amiens SC Football,290000.0,2000.0
Europe,Spain,Lara,17,59,Sevilla Atlético,270000.0,1000.0
Europe,Sweden,C. Mansson,36,59,Kristiansund BK,20000.0,1000.0
Asia,Japan,Y. Kimoto,23,59,Cerezo Osaka,190000.0,1000.0
Europe,Spain,Nunez,19,59,Sevilla Atlético,260000.0,1000.0
South America,Argentina,G. Caffa,36,59,Corporación Club Deportivo Tuluá,20000.0,1000.0
Europe,Spain,Vera,20,59,Córdoba CF,240000.0,2000.0
Europe,Hungary,B. Varga,23,59,SV Mattersburg,230000.0,3000.0
Europe,France,J. Bouet,33,59,Amiens SC Football,80000.0,2000.0
Europe,Austria,O. Filip,19,59,SK Sturm Graz,325000.0,2000.0
South America,Argentina,V. Ramis,22,59,Godoy Cruz,210000.0,2000.0
North America,Canada,K. Stamatopoulos,37,59,AIK Solna,10000.0,1000.0
South America,Argentina,A. Araujo,25,59,Talleres de Cordoba,200000.0,2000.0
Europe,Switzerland,J. Bamert,19,59,FC Sion,300000.0,1000.0
Europe,France,O. Mamoun,21,59,Angers SCO,240000.0,2000.0
Europe,Sweden,F. Andersson,28,59,Malmö FF,110000.0,1000.0
Asia,Japan,T. Onozawa,19,59,Cerezo Osaka,325000.0,1000.0
Africa,Ghana,A. Nurudeen,18,59,KAS Eupen,260000.0,1000.0
Europe,Norway,E. Nsbak Brenden,23,59,Lillestrøm SK,200000.0,1000.0
Europe,Denmark,M. Christensen,19,59,Aalborg BK,325000.0,1000.0
Asia,Saudi Arabia,A. Al Najjar,20,59,Al Ittihad,280000.0,4000.0
Europe,Italy,A. Paroni,27,59,Virtus Entella,130000.0,1000.0
Asia,Japan,R. Sawakami,23,59,Cerezo Osaka,220000.0,1000.0
North America,Mexico,J. Macias,17,59,Guadalajara,300000.0,5000.0
Europe,Germany,A. Ibrahimaj,25,59,SV Sandhausen,180000.0,1000.0
Asia,Saudi Arabia,N. Al Mousa,26,59,Al Fateh,160000.0,4000.0
Europe,Poland,R. Wolsztynski,22,59,Górnik Zabrze,220000.0,1000.0
Europe,Norway,H. Sandvik,27,59,FK Haugesund,130000.0,1000.0
Europe,Moldova,V. Patrasco,18,59,FC Ufa,290000.0,2000.0
Europe,Switzerland,M. Burki,23,59,BSC Young Boys,200000.0,3000.0
North America,Haiti,C. Arcus,21,59,AJ Auxerre,210000.0,1000.0
Africa,South Africa,A. Nkosi,24,59,Orlando Pirates,210000.0,1000.0
Europe,Spain,Samu Casado,20,59,Málaga CF,190000.0,2000.0
Europe,Denmark,A. Larsen,27,59,Lyngby BK,140000.0,1000.0
Europe,Germany,S. Buchta,20,59,Karlsruher SC,220000.0,1000.0
Europe,Serbia,F. Dmitrovic,21,59,SCR Altach,210000.0,1000.0
South America,Argentina,M. Mellado,24,59,Chacarita Juniors,180000.0,2000.0
Europe,Norway,M. Rasmussen,19,59,FC Nordsjælland,240000.0,2000.0
Europe,Netherlands,T. Roex,19,59,Roda JC Kerkrade,200000.0,1000.0
South America,Argentina,J. Alvarez,19,59,Chacarita Juniors,325000.0,1000.0
Europe,Portugal,Miguel Magalhaes,18,59,Vitória Guimarães,240000.0,1000.0
Europe,Germany,M. Netolitzky,23,59,Hallescher FC,150000.0,1000.0
Europe,Germany,D. Franke,18,59,VfL Wolfsburg,290000.0,4000.0
Europe,Sweden,E. Dahlin,28,59,IFK Göteborg,130000.0,1000.0
Europe,Norway,S. Bjrkkjr,20,59,FK Haugesund,180000.0,1000.0
Europe,France,V. Mouangue,19,59,En Avant de Guingamp,210000.0,2000.0
Europe,Belgium,J. Schryvers,20,59,Waasland-Beveren,220000.0,1000.0
Europe,Germany,A. Fuchs,20,59,1. FC Nürnberg,280000.0,2000.0
Europe,Sweden,B. Lekstrom,36,59,Hammarby IF,20000.0,1000.0
South America,Argentina,N. Arena,18,59,Vélez Sarsfield,220000.0,1000.0
Europe,Poland,L. Radlinski,34,59,Sandecja Nowy Sącz,60000.0,1000.0
South America,Argentina,M. Rodriguez,24,59,Chacarita Juniors,210000.0,2000.0
North America,Mexico,K. Montano,22,59,Cruz Azul,230000.0,4000.0
Europe,Greece,A. Vlachomitros,19,59,AEK Athens,220000.0,1000.0
Asia,Japan,I. Oda,18,59,Kashima Antlers,290000.0,1000.0
Europe,Italy,M. Pessina,20,59,La Spezia,350000.0,1000.0
Asia,Saudi Arabia,A. Al Turki,23,59,Al Taawoun,210000.0,3000.0
Europe,France,A. Lamonge,21,59,FC Lorient,210000.0,1000.0
Asia,Turkey,O. Bala,19,59,İstanbul Başakşehir FK,325000.0,2000.0
Europe,Netherlands,R. Benschop,18,59,PEC Zwolle,250000.0,1000.0
Europe,France,A. Marfaing,21,58,Le Havre AC,180000.0,1000.0
Europe,Denmark,R. Corlu,19,58,Roma,210000.0,4000.0
South America,Argentina,L. Morales,26,58,Club Atlético Patronato,130000.0,2000.0
Europe,France,G. Mutombo,21,58,US Orléans Loiret Football,160000.0,2000.0
Asia,Saudi Arabia,S. Al Shammari,27,58,Ohod Club,100000.0,3000.0
Europe,Austria,E. Keles,23,58,SK Rapid Wien,230000.0,3000.0
Europe,Denmark,J. Simonsen,21,58,SønderjyskE,230000.0,2000.0
Europe,France,T. Sainte-Luce,18,58,Nîmes Olympique,180000.0,1000.0
Africa,Ghana,S. Tetteh,20,58,FC Red Bull Salzburg,230000.0,4000.0
Europe,Spain,David Batanero,28,58,GIF Sundsvall,130000.0,1000.0
Europe,Denmark,J. Stage,20,58,Aarhus GF,230000.0,2000.0
Europe,Germany,R. Hack,18,58,TSG 1899 Hoffenheim,260000.0,3000.0
Europe,Spain,Javi Vazquez,16,58,Sevilla Atlético,170000.0,1000.0
Europe,France,N. Senzemba,21,58,FC Sochaux-Montbéliard,200000.0,1000.0
Asia,Japan,H. Oka,29,58,Ventforet Kofu,100000.0,1000.0
Europe,Portugal,Toni Gomes,18,58,Forest Green,260000.0,8000.0
Europe,Italy,F. Adorni,17,58,Parma,200000.0,1000.0
Asia,Japan,K. Nagato,22,58,Vegalta Sendai,190000.0,1000.0
Europe,Poland,R. Bartczak,21,58,Legia Warszawa,210000.0,1000.0
South America,Argentina,L. Godoy,22,58,Arsenal de Sarandí,200000.0,1000.0
Europe,Italy,C. Manicone,19,58,FC Lugano,280000.0,1000.0
Asia,Japan,Y. Fujita,34,58,Júbilo Iwata,40000.0,1000.0
South America,Argentina,N. Ortiz,22,58,Gimnasia y Esgrima La Plata,150000.0,2000.0
Europe,Switzerland,F. Mveng,25,58,FC Sion,170000.0,3000.0
Europe,Croatia,K. Majic,19,58,Fortuna Düsseldorf,280000.0,2000.0
Europe,Germany,L. Bunning,19,58,Werder Bremen II,250000.0,1000.0
Europe,Switzerland,K. Bigler,24,58,FC Thun,150000.0,2000.0
Europe,Sweden,G. Gudmundsson,18,58,Halmstads BK,210000.0,1000.0
Europe,Sweden,V. Noring,26,58,Heart of Midlothian,110000.0,1000.0
Oceania,Australia,D. Nizic,22,58,Morecambe,160000.0,1000.0
Asia,Saudi Arabia,F. Al Habib,19,58,Al Shabab,140000.0,1000.0
Europe,Spain,Carlos Gracia,24,58,GIF Sundsvall,150000.0,1000.0
Europe,Norway,W. Frantzen,24,58,Tromsø IL,150000.0,1000.0
Europe,Denmark,J. Okkels,17,58,Silkeborg IF,280000.0,1000.0
Europe,France,A. Llovet,19,58,Montpellier Hérault SC,280000.0,2000.0
Europe,Sweden,E. Granat,21,58,GIF Sundsvall,180000.0,1000.0
Europe,Austria,S. Kalajdzic,19,58,FC Admira Wacker Mödling,270000.0,1000.0
Africa,Ghana,J. Osabutey,18,58,Werder Bremen II,260000.0,1000.0
South America,Argentina,L. Alvarez,23,58,Chacarita Juniors,140000.0,1000.0
Europe,Poland,M. Stryjek,20,58,Accrington Stanley,160000.0,1000.0
Europe,Italy,M. Nardi,30,58,Parma,80000.0,1000.0
Asia,Japan,K. Matsui,31,58,Omiya Ardija,80000.0,1000.0
Europe,Austria,D. Frieser,23,58,Wolfsberger AC,170000.0,2000.0
Europe,Sweden,P. Silfwer,25,58,Halmstads BK,160000.0,1000.0
South America,Argentina,N. Czornomaz,21,58,Defensa y Justicia,170000.0,2000.0
Europe,Norway,S. Mauritz-Hansen,22,58,Stabæk Fotball,180000.0,1000.0
Europe,Germany,J. Albrecht,18,58,SV Wehen Wiesbaden,210000.0,1000.0
North America,Mexico,D. Cruz,22,58,Club Atlas,160000.0,2000.0
Europe,Netherlands,J. Mangert,17,58,Excelsior,230000.0,1000.0
Europe,Spain,Gabi,19,58,SD Huesca,220000.0,1000.0
Europe,Netherlands,A. Absalem,20,58,FC Groningen,170000.0,1000.0
North America,Mexico,J. Cortizo,21,58,Querétaro,190000.0,1000.0
Europe,France,E. Massouema,20,58,Dijon FCO,230000.0,2000.0
Africa,Sierra Leone,G. Davies,20,58,SKN St. Pölten,230000.0,2000.0
Europe,France,N. Basin,18,58,FC Metz,230000.0,1000.0
Asia,Japan,D. Watabe,28,58,Omiya Ardija,100000.0,1000.0
South America,Colombia,L. Barros,24,58,Atlético Bucaramanga,140000.0,1000.0
Africa,Nigeria,B. Osayi-Samuel,19,58,Queens Park Rangers,240000.0,2000.0
Asia,Japan,R. Okui,27,58,Omiya Ardija,100000.0,1000.0
North America,Mexico,R. de la Rosa,17,58,Pachuca,250000.0,3000.0
Asia,Japan,Y. Kurihara,33,58,Yokohama F. Marinos,50000.0,1000.0
Europe,Italy,G. Poluzzi,29,58,Ferrara (SPAL),100000.0,2000.0
South America,Argentina,M. Tissera,20,58,Newell's Old Boys,190000.0,2000.0
North America,Haiti,Z. Herivaux,21,58,New England Revolution,220000.0,1000.0
Europe,Germany,K. Luibrand,23,58,Karlsruher SC,180000.0,1000.0
Europe,Sweden,J. Andersson,22,58,IK Sirius,170000.0,1000.0
Europe,Germany,H. Weigelt,19,58,DSC Arminia Bielefeld,250000.0,1000.0
Europe,Germany,P. Salata,19,58,1. FC Kaiserslautern,190000.0,1000.0
Asia,Saudi Arabia,O. Al Sunain,22,58,Ettifaq FC,180000.0,2000.0
Oceania,Australia,N. Mileusnic,23,58,Adelaide United,170000.0,1000.0
Europe,Denmark,R. Minor,29,58,Hobro IK,100000.0,2000.0
Africa,Nigeria,V. Onovo,21,58,HJK Helsinki,200000.0,1000.0
Oceania,Australia,L. Italiano,26,58,Wellington Phoenix,120000.0,1000.0
South America,Colombia,R. Ariza,19,58,Alianza Petrolera,190000.0,1000.0
Europe,Germany,J. Hodek,19,58,FSV Zwickau,210000.0,1000.0
Europe,France,G. Beghin,20,58,RC Lens,190000.0,1000.0
Europe,Netherlands,T. van de Berg,19,58,Heracles Almelo,200000.0,1000.0
North America,Mexico,R. Perez,22,58,Colorado Rapids,200000.0,1000.0
Asia,Japan,S. Sasaki,27,58,Sanfrecce Hiroshima,110000.0,2000.0
Europe,France,A. Bakayoko,19,58,FC Sochaux-Montbéliard,270000.0,5000.0
South America,Colombia,O. Bertel,20,58,CD Los Millionarios Bogota,160000.0,1000.0
South America,Argentina,T. Guidara,21,58,Belgrano de Córdoba,180000.0,1000.0
Europe,Italy,L. Montipo,21,58,Novara,160000.0,1000.0
South America,Colombia,O. Escalante,26,58,Tigres FC,130000.0,1000.0
South America,Colombia,E. Montano,27,58,Tigres FC,120000.0,1000.0
Europe,Germany,L. Grill,18,58,1. FC Kaiserslautern,210000.0,1000.0
Asia,Saudi Arabia,O. Hawsawi,24,58,Ohod Club,130000.0,2000.0
Asia,Georgia,G. Jobava,21,58,AJ Auxerre,190000.0,1000.0
Europe,Italy,M. Firenze,24,58,Vercelli,170000.0,2000.0
Europe,Belgium,J. Triest,20,58,Sporting Lokeren,210000.0,2000.0
South America,Colombia,F. Ibarguen,23,58,Águilas Doradas,160000.0,1000.0
Europe,Netherlands,H. Asmelash,18,58,ADO Den Haag,230000.0,1000.0
Europe,France,M. Beneddine,21,58,AS Monaco,200000.0,3000.0
Europe,Norway,T. Svendsen,17,58,Molde FK,250000.0,1000.0
South America,Argentina,M. Payero,18,58,Banfield,260000.0,1000.0
South America,Argentina,F. Bonansea,19,58,Belgrano de Córdoba,190000.0,1000.0
Asia,Saudi Arabia,J. Al Shammari,25,58,Al Batin,140000.0,2000.0
Europe,France,G. Weissbeck,20,58,RC Strasbourg,230000.0,3000.0
Europe,Switzerland,T. Castella,24,58,FC Lausanne-Sports,130000.0,1000.0
Europe,France,G. Cros,22,58,FC Carl Zeiss Jena,160000.0,1000.0
Europe,Italy,F. Rossi,26,58,Atalanta,120000.0,3000.0
Europe,Germany,J. Gies,22,58,SV Meppen,130000.0,1000.0
Europe,Poland,P. Pacheta,19,58,SG Sonnenhof Großaspach,270000.0,1000.0
Europe,Hungary,A. Kecskes,21,58,Termalica Bruk-Bet Nieciecza,160000.0,1000.0
Europe,Norway,R. Martinsen,21,58,Viking FK,150000.0,1000.0
Europe,Germany,T. Duman,19,58,Fortuna Düsseldorf,240000.0,2000.0
Europe,Croatia,D. Lovren,18,58,Fortuna Düsseldorf,260000.0,2000.0
South America,Colombia,L. Rodriguez,22,58,Envigado FC,150000.0,1000.0
Europe,Germany,M. Kremer,27,58,SV Meppen,140000.0,1000.0
Europe,Sweden,S. Alexandersson,24,58,AFC Eskilstuna,170000.0,1000.0
Europe,Germany,P. Posipal,29,58,SV Meppen,100000.0,1000.0
Europe,France,K. Goba,29,58,La Berrichonne de Châteauroux,130000.0,1000.0
Asia,Saudi Arabia,Y. Al Sawasan,27,58,Al Batin,100000.0,2000.0
Asia,Saudi Arabia,J. Al Dhafeeri,24,58,Al Batin,140000.0,2000.0
South America,Brazil,Gabriel Rodrigues,21,58,Ventforet Kofu,180000.0,1000.0
Europe,France,A. Caci,20,58,RC Strasbourg,220000.0,3000.0
Asia,Turkey,B. Kavlak,20,58,Evkur Yeni Malatyaspor,190000.0,2000.0
Europe,Austria,D. Reiter,19,58,LASK Linz,280000.0,2000.0
Europe,Spain,Gorka Giralt,21,58,Real Oviedo,160000.0,1000.0
Europe,Sweden,D. Engstrom,26,58,BK Häcken,130000.0,1000.0
Europe,Austria,M. Drga,22,58,SV Mattersburg,190000.0,3000.0
South America,Argentina,C. Velasquez,31,58,Jaguares Fútbol Club,110000.0,1000.0
South America,Argentina,M. Peano,18,58,Unión de Santa Fe,210000.0,1000.0
Europe,Poland,D. Pietrzkiewicz,29,58,Sandecja Nowy Sącz,100000.0,1000.0
Africa,Nigeria,J. Debayo,20,58,Leicester City,160000.0,6000.0
Africa,Burkina Faso,H. Bande,18,58,KV Mechelen,260000.0,2000.0
North America,Canada,T. Pasher,23,58,Sporting Kansas City,170000.0,1000.0
Europe,Croatia,G. Jozinovic,26,58,FC Lugano,120000.0,1000.0
Europe,Germany,M. Schlegel,20,58,FC Carl Zeiss Jena,210000.0,1000.0
Europe,Belgium,J. Pupe,20,58,KV Kortrijk,170000.0,2000.0
North America,Mexico,C. Crespo,19,58,Club Tijuana,200000.0,2000.0
Europe,Germany,B. Koglin,20,58,FC St. Pauli,220000.0,2000.0
Asia,Japan,S. Tomisawa,34,58,Albirex Niigata,40000.0,1000.0
Europe,Spain,Asier,19,58,CD Lugo,170000.0,1000.0
Europe,Germany,T. Scheffel,22,58,Chemnitzer FC,140000.0,1000.0
Europe,Sweden,A. Brorsson,18,58,Örebro SK,180000.0,1000.0
Europe,Germany,A. Piller,23,58,SpVgg Unterhaching,170000.0,1000.0
Europe,Switzerland,A. Marchesano,26,58,FC Zürich,160000.0,2000.0
Oceania,Australia,D. Arzani,18,58,Melbourne City,260000.0,1000.0
Europe,Austria,L. Schubert,28,58,Derry City,130000.0,1000.0
Europe,Montenegro,M. Sarkic,19,58,Wigan Athletic,230000.0,2000.0
Europe,Germany,P. Sussek,17,58,FC Ingolstadt 04,250000.0,2000.0
South America,Colombia,M. Medina,20,58,Patriotas Boyacá FC,150000.0,1000.0
Europe,Italy,F. Forni,18,58,Cremonese,240000.0,1000.0
Europe,Norway,L. Kjemhus,23,58,Sogndal,190000.0,1000.0
South America,Argentina,F. Mac Allister,21,58,Argentinos Juniors,200000.0,2000.0
South America,Argentina,N. Gimenez,20,58,Rosario Central,220000.0,2000.0
North America,Mexico,J. Angulo,19,58,Santos Laguna,160000.0,2000.0
Europe,Italy,D. Agazzi,24,58,Foggia,170000.0,1000.0
Europe,Germany,T. Wiesner,20,58,Fortuna Düsseldorf,230000.0,2000.0
Europe,Austria,T. Schutzenauer,20,58,SK Sturm Graz,140000.0,2000.0
Asia,Japan,K. Ogawa,19,58,Júbilo Iwata,280000.0,1000.0
Europe,Spain,Raul Asencio,19,58,Avellino,240000.0,3000.0
Europe,France,S. Khadda,25,58,La Berrichonne de Châteauroux,160000.0,1000.0
Asia,Japan,T. Shimakawa,27,58,Ventforet Kofu,120000.0,1000.0
Asia,Saudi Arabia,A. Al Megbas,21,58,Al Shabab,210000.0,4000.0
South America,Argentina,M. Ruiz Diaz,20,58,Estudiantes de La Plata,190000.0,2000.0
Europe,Denmark,M. Mlvadgaard,17,58,Randers FC,250000.0,1000.0
South America,Argentina,J. Torres,20,58,Newell's Old Boys,220000.0,2000.0
Europe,Germany,F. Herzenbruch,24,58,SC Paderborn 07,140000.0,1000.0
North America,Mexico,A. Torres,21,58,Guadalajara,170000.0,4000.0
Europe,Germany,L. Daschner,18,58,MSV Duisburg,260000.0,1000.0
Europe,Norway,J. Hou Ster,19,58,Stabæk Fotball,270000.0,1000.0
Europe,Belgium,M. Zeroual,18,58,KV Mechelen,260000.0,1000.0
Europe,Germany,M. Baku,19,58,SG Sonnenhof Großaspach,270000.0,1000.0
South America,Colombia,J. Valoyes,30,58,Corporación Club Deportivo Tuluá,90000.0,1000.0
Europe,Croatia,A. Knezovic,24,58,Kristiansund BK,130000.0,1000.0
Europe,Austria,S. Wimmer,23,58,SC Paderborn 07,160000.0,1000.0
Europe,Poland,S. Bonecki,22,58,Zagłębie Lubin,150000.0,1000.0
Europe,Switzerland,N. Luchinger,22,58,FC St. Gallen,190000.0,2000.0
Europe,France,Y. Mabella,21,58,La Berrichonne de Châteauroux,210000.0,1000.0
South America,Colombia,C. Riascos,23,58,Alianza Petrolera,150000.0,1000.0
Europe,Netherlands,N. Souren,17,58,Roda JC Kerkrade,230000.0,1000.0
Europe,Denmark,V. Nelsson,18,58,FC Nordsjælland,200000.0,1000.0
Europe,Switzerland,I. Lurati,19,58,FC Sion,200000.0,1000.0
Europe,Italy,M. Meli,17,58,Fiorentina,280000.0,5000.0
Europe,Poland,A. Danek,22,58,Sandecja Nowy Sącz,180000.0,1000.0
Europe,Germany,E. Grundemann,18,58,Hansa Rostock,210000.0,1000.0
North America,Mexico,L. Fernandez,24,58,Tigres U.A.N.L.,140000.0,5000.0
North America,Mexico,J. de Alba,22,58,Querétaro,160000.0,1000.0
Europe,Germany,T. Muller,19,58,Hallescher FC,170000.0,1000.0
Europe,France,W. Bianda,17,58,RC Lens,230000.0,1000.0
Europe,France,K. Le Roy,19,58,En Avant de Guingamp,150000.0,1000.0
Asia,Saudi Arabia,A. Hazazi,23,58,Ettifaq FC,170000.0,2000.0
North America,Canada,R. Laryea,22,58,Orlando City Soccer Club,170000.0,1000.0
Asia,Japan,T. Yanagi,19,58,F.C. Tokyo,240000.0,1000.0
Europe,Greece,G. Sarris,27,58,Hamilton Academical FC,120000.0,1000.0
Oceania,Australia,R. Kitto,22,58,Adelaide United,190000.0,1000.0
Europe,Germany,P. Hercher,21,58,1. FC Nürnberg,210000.0,2000.0
Asia,Turkey,H. Emiroglu,20,58,Alanyaspor,250000.0,2000.0
North America,Bermuda,F. Hall,32,58,Limerick FC,70000.0,1000.0
Asia,Japan,T. Hiraoka,21,58,F.C. Tokyo,200000.0,1000.0
Europe,Austria,C. Riegler,25,58,SKN St. Pölten,120000.0,2000.0
Europe,France,S. Ambri,19,58,Valenciennes FC,210000.0,1000.0
South America,Argentina,J. Romero,16,58,Atlético Tucumán,280000.0,1000.0
Europe,Italy,D. Garufo,30,58,Parma,90000.0,1000.0
Europe,Austria,M. Holzmann,26,58,FC Admira Wacker Mödling,140000.0,2000.0
Asia,Saudi Arabia,H. Algeed,19,58,Al Shabab,240000.0,3000.0
Europe,Spain,Dani Hernandez,21,58,AD Alcorcón,160000.0,1000.0
South America,Argentina,M. Roffo,17,58,Boca Juniors,230000.0,1000.0
North America,Jamaica,O. Holness,23,58,Real Salt Lake,200000.0,1000.0
Europe,Italy,L. Zanimacchia,18,58,Genoa,260000.0,3000.0
South America,Argentina,F. Malagueno,18,58,Talleres de Cordoba,230000.0,1000.0
Europe,Switzerland,M. Spielmann,21,58,FC Thun,220000.0,2000.0
South America,Brazil,Vinicius,21,58,Corporación Club Deportivo Tuluá,180000.0,1000.0
Europe,Norway,V. Myhra,20,58,Odds BK,170000.0,1000.0
Europe,Austria,C. Rabitsch,21,58,Wolfsberger AC,190000.0,2000.0
Europe,France,A. Bassi,19,58,AS Nancy Lorraine,270000.0,1000.0
South America,Argentina,M. Carabajal,20,58,Arsenal de Sarandí,170000.0,1000.0
South America,Colombia,G. Banguera,21,58,Atlético Huila,160000.0,1000.0
Asia,Turkey,M. Sevimler,18,58,Alanyaspor,260000.0,1000.0
Europe,Italy,A. Bifulco,20,58,Vercelli,220000.0,6000.0
Europe,France,S. Camara,24,58,Le Havre AC,150000.0,1000.0
Europe,Switzerland,G. Karlen,22,58,FC Sion,200000.0,3000.0
North America,Mexico,A. Mozo,20,58,U.N.A.M.,250000.0,2000.0
